"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"COCHINSHIP",1434,1519,1430.9,1427.6,1514,6.05,2885327,4303378660.69,"03-Feb-2026"
"MARUTI",13744,14201,13510,13412,14152,5.52,1511415,21136095898.65,"07-Aug-2026"
"SOLARINDS",17870,18780,17825,17798,18685,4.98,306107,5655991077.19,"08-Jul-2025"
"FORCEMOT",17945,18671,17730,17825,18599,4.34,159755,2915337044,"10-Sep-2025"
"SAMMAANCAP",170,178.05,169.4,167.64,174,3.79,67228483,11670192363.97,"20-Sep-2024"
"LTF",300.8,312,297.65,299.05,310,3.66,10810310,3320278613.4,"22-May-2026"
"NYKAA",304.3,312.9,301.5,302.05,312.6,3.49,10077069,3115628193.42,"10-Nov-2022"
"TITAN",4277.5,4428.4,4275,4277.2,4423.1,3.41,1243464,5449468545.36,"08-Jul-2025"
"ALKEM",5416.5,5608,5416.5,5416.5,5599,3.37,340712,1883244694.56,"20-Feb-2026"
"BDL",1335.1,1388.8,1335.1,1335.1,1377.7,3.19,1879246,2580185965.54,"09-Feb-2026"
"BAJFINANCE",986.9,1010.95,977.7,982.05,1007,3.17,12445420,12440690740.4,"30-Jun-2026"
"SUZLON",57.46,59.1,57.31,57.21,58.9,2.95,120994413,7053974277.9,"03-Sep-2024"
"SRF",2664.7,2781.5,2664.7,2664.7,2743,2.94,773262,2118459505.68,"27-Jan-2026"
"GMRAIRPORT",110,113.36,109.75,109.42,112.49,2.81,37519820,4211974993.2,"05-Sep-2024"
"MANKIND",2488.7,2555.5,2471.8,2486,2555.5,2.8,754284,1911996797.4,"08-Aug-2025"
"CUMMINSIND",5582.5,5699,5547,5541.5,5693,2.73,646570,3646635402.9,"17-Jul-2026"
"PHOENIXLTD",1928.1,1969.7,1912.1,1912,1964,2.72,1027050,2003990230.5,"15-Sep-2025"
"PAGEIND",40780,41740,40400,40405,41480,2.66,43917,1803567985.05,"27-May-2026"
"ADANIENT",2980,3054.6,2969,2962.5,3040,2.62,2099291,6334148748.48,"12-Jun-2026"
"MANAPPURAM",315,327.2,313,315.45,323.35,2.5,2694177,863780087.97,"11-May-2026"
